Symbol,Oclc symbol,Library type,Library type,Name,Web address,Street address,Postal address,Email,Main phone number,NZ int scheme member,Te Puna int member,IBS member,Status in NZ IL Scheme,Manager,Manager email,Interloan librarian,Phone interloan,Email interloan,Notes
WPCC,NZWWC,Special,Library,"Wellington City Council, Corporate Library",,"Level 15
113 The Terrace
Wellington 6011
New Zealand","PO Box 2199
Wellington 6140
New Zealand",corporatelibrary@wcc.govt.nz,+64 21 329 420,true,true,true,Non-charter,Veronica Libunao,corporatelibrary@wcc.govt.nz,Veronica Libunao,+64 21 329 420,corporatelibrary@wcc.govt.nz,
WP,NZWPM,Public,Library,Wellington City Libraries,http://www.wcl.govt.nz,"65 Victoria Street
Wellington 6011
New Zealand","PO Box 1992
Wellington 6140
New Zealand",enquiries@wcl.govt.nz,+64 4 801 4040,true,true,true,Charter,Karl Gaskin,karl.gaskin@wcc.govt.nz,Chloe Turner,+64 4 801 4040,interloans@wcc.govt.nz,"No new items held under 6 months available via Interloan. AV material may be borrowed (AV charges apply). <br />Courier deliveries: 141 Johnsonville Road, Johnsonville, Wellington 6037. <br />Last updated: 14/11/2024."
PETE,NZPET,Tertiary,Library,Wellington Institute of Technology Limited,,,,,,false,false,false,TBA,,,,,,See NPOCY for Whitireia and WelTec interloans
WM,NZWMM,Special,Library,Wellington Medical and Health Sciences Library,http://www.otago.ac.nz/wellington/library/,"23A Mein Street
Newtown
Wellington South 6021
New Zealand","PO Box 7343
Wellington South 6242
New Zealand",interloan.uow@otago.ac.nz,+64 4 385 5914,true,false,false,TBA,Kareen Carter,kareen.carter@otago.ac.nz,Jung Cho,+64 4 385 5914,interloan.uow@otago.ac.nz,See University of Otago for interloans
WPPTA,,Special,Library,Wellington PPTA,http://www.ppta.org.nz,New Zealand,"PO Box 2119
Wellington 6140
New Zealand",lobrien@ppta.org.nz,+64 4 384 9964,false,false,false,TBA,Library Manager,lobrien@ppta.org.nz,Library Manager,+64 4 384 9964,lobrien@ppta.org.nz,
WYC,NWYC,,Music hire,Wellington Youth Choir,http://wellingtonyouthchoir.wordpress.com,New Zealand,"PO Box 10031
The Terrace
Wellington 6143
New Zealand",wellingtonyouthchoir@gmail.com,+64 027 636 7961,false,false,false,TBA,WYC Hire,wellingtonyouthchoir@gmail.com,,,,"Phone: Librarian Michael Miller 027 636 7961, Administrator Greg Maxted 022 312 7784, or Chairperson Sam Bennett 027 329 3708    "
AWNT,NZWEL,Tertiary,Library,Wellpark College of Natural Therapies (closed 2023),,,,,,false,false,false,TBA,,,,,,
GRM,NZGRM,Special,Library,"Te Whatu Ora - Health New Zealand, Te Tai o Poutini West Coast Library",,"Te Nikau Hospital and Health Centre
146 High Street
Greymouth 7805
New Zealand","PO Box 387
Greymouth 7840
New Zealand",marie.mccrudden@wcdhb.health.nz,+64 3 769 7400 x 2647,true,true,true,Charter,Marie McCrudden,marie.mccrudden@wcdhb.health.nz,Marie McCrudden,+64 3 769 7400 x 2647,marie.mccrudden@wcdhb.health.nz,Library staffed Monday to Thursday. <br />Last updated: 7/07/2022
TEPP,NTEPP,Public,Library,Western Bay of Plenty District Libraries,http://www.westernbay.govt.nz,"16 Talisman Drive
Katikati 3129
New Zealand","21 Main Road
Katikati 3129
New Zealand",Interloans@westernbay.govt.nz,+64 7 571 8008,true,true,true,Charter,,,Angela Armiger,+64 7 571 8008,angela.armiger@westernbay.govt.nz,
NPPY,NNPPY,Tertiary,Library,Western Institute of Technology Limited,http://libraryhome.witt.ac.nz,"20 Bell Street
New Plymouth 4301
New Zealand","Private Bag 2030
New Plymouth 4342
New Zealand",interloans@witt.ac.nz,+64 6 757 3100 x 8825,true,true,true,Charter,Bridget Knuckey,b.knuckey@witt.ac.nz,Cathy Mundell,+64 6 757 3100 x 8825,c.mundell@witt.ac.nz,
HKP,XP#,Public,Library,Westland District Library,http://westlib.co.nz/,"20 Sewell Street
Hokitika 7810
New Zealand","Private Bag 704
Hokitika 7842
New Zealand",library@westlib.co.nz,+64 3 755-6208,true,true,true,Charter,,,Lorelle Yorke,+64 3 755-6208,lorelle.yorke@westlib.co.nz,
WKP,NZWKP,Public,Library,Whakatāne Libraries and Galleries,http://www.whakatane.govt.nz/library,"49 Kakahoroa Drive
Whakatane 3120
New Zealand","PO Box 361
Whakatane 3158
New Zealand",library@whakatane.govt.nz,+64 7 306 0509,true,true,true,Charter,,,Michelle Kohu,+64 7 306 0509,library@whakatane.govt.nz,
WAM,NZWWM,Special,Library,"Health New Zealand - Te Whatu Ora, Whanganui Hospital Library",,"Health New Zealand - Te Whatu Ora
Whanganui Hospital Library
100 Heads Road, Gonville
Whanganui 4540
New Zealand","Health New Zealand - Te Whatu Ora
Whanganui Hospital Library
Private Bag 3003
Whanganui 4500
New Zealand",library.manager@wdhb.org.nz,+64 6 348 3142,true,true,true,Charter,Fay Cox,library.manager@wdhb.org.nz,Fay Cox,+64 6 348 3142,library.manager@wdhb.org.nz,Please phone urgent requests. <br />Last updated: 12/11/2024
WAP,NZPWA,Public,Library,Whanganui District Library,http://www.whanganuilibrary.com/,"Queens Park
Whanganui 4500
New Zealand","Private Bag 3005
Whanganui Mail Centre
Whanganui 4541
New Zealand",interloans@whanganuilibrary.com,+64 6 349 1000,true,true,true,Charter,Pete Gray,pete.gray@whanganui.govt.nz,Sarah Fitness,+64 6 349 1000,Sarah@Whanganuilibrary.com,
WHP,NZWHC,Public,Library,Whangārei Libraries,http://www.whangarei-libraries.com,"5 Rust Avenue
Whangarei 110
New Zealand","Private Bag 9006
Whangarei 0143
New Zealand",whglibrary@wdc.govt.nz,+64 9 430 4206,true,true,true,Charter,Glenn Davidson,glenn.davidson@wdc.govt.nz,Pam Teesdale,+64 9 430 4206,interloan@wdc.govt.nz,"Whangārei Libraries are working with a new courier service, and are currently experiencing shipping delays as a result. Interloans may take longer than expected to arrive. <br />Last updated: 13/12/2024"
ACAD,NACAD,Tertiary,Library,"Whitecliffe College, Whitecliffe Library",http://www.whitecliffe.ac.nz/whitecliffe-library,"67 Symonds Street
Grafton
Auckland 1010
New Zealand","Whitecliffe Library
PO Box 8192
Symonds Street
Auckland 1150
New Zealand",library@whitecliffe.ac.nz,+64 9 601 8936,true,true,true,Charter,Amanda Cole,amandac@whitecliffe.ac.nz,Interloans,,interloans@whitecliffe.ac.nz,Last updated: 21/03/2025
HPY,XQ$,Tertiary,Library,Waikato Institute of Technology Limited (Wintec),http://www.wintec.ac.nz,"Gate 4 (Main Store)
Tristram Street
Hamilton 3204
New Zealand","Private Bag 3036
Hamilton 3240
New Zealand",interloan@wintec.ac.nz,+64 7 834 8866,true,true,true,Charter,Lisa Pritchard,lisa.pritchard@wintec.ac.nz,Interloan Librarian,+64 7 834 8866,interloan@wintec.ac.nz,No new items held under 6 months available via interloan.
TAKA,,Special,Library,Wolters Kluwer Pharma Solutions,http://www.adisonline.com,"41 Centorian Drive
Mairangi Bay
North Shore City 632
New Zealand","Private Bag 65 901
North Shore City 754
New Zealand",interloans@adis.co.nz,+64 9 477 0700,true,false,false,TBA,Jo Grant,jo.grant@wolterskluwer.com,Jean Kelly,+64 9 477 0700,jean.kelly@wolterskluwer.com,
DTY,,Tertiary,Library,Otago Polytechnic Limited,https://studentsupport.op.ac.nz/library/,"135 Union Street East
Dunedin 9016
New Zealand","C/- University of Otago
PO Box 56
Dunedin 9054
New Zealand",,,false,false,false,,,,,,,
ASG,NZASG,Special,Library,Simpson Grierson Auckland Research Service,https://www.simpsongrierson.com/,"88 Shortland Street
Auckland 1010
New Zealand","Private Bag 92 518
Auckland 1141
New Zealand",research.services@simpsongrierson.com,+64 9 358 2222,true,true,true,Charter,Dirk Anderson,dirk.anderson@simpsongrierson.com,Dirk Anderson,+64 4 499 4599,dirk.anderson@simpsongrierson.com,
WFS,NZWFS,Special,Library,"Fire and Emergency New Zealand, Te Ao Mārama - Research, Evaluation, Library Services",https://www.fireandemergency.nz/,"Level 7 Spark Central
42-52 Willis Street
PO Box 2133
Wellington 6011
New Zealand","PO Box 2133
Wellington 6140
New Zealand",library@fireandemergency.nz,,true,false,false,TBA,,,,,,Last updated: 22/08/2024
POCY,NPOCY,Tertiary,Library,Whitireia and WelTec,https://weltec.spydus.co.nz/cgi-bin/spydus.exe/MSGTRN/OPAC/HOME,"3 Wi Neera Drive,
Porirua 5022,
New Zealand","DX Box: SX33459,
Porirua 5022,
New Zealand",lss@wandw.ac.nz,0800 141 121,true,true,true,Charter,Robyn Atkinson,robyn.atkinson@wandw.ac.nz,Chantal Simeon,+64 4 830 5445,chantal.simeon@wandw.ac.nz,"If you do not have direct access to DX Mail, just put it in the post as usual, and NZ Post will forward it onto the DX Mail system."
WPW,NZWPW,Special,Library,WSP New Zealand Limited,,"WSP New Zealand Information Centre
Level 9, Majestic Centre
100 Willis Street
Wellington 6011
New Zealand","WSP New Zealand Information Centre - Interloans
Level 9, Majestic Centre
100 Willis Street
Wellington 6011
New Zealand",information.centre@wsp.com,+64 4 471 4232,true,true,true,Charter,,,Tal Rogoff,+64 4 471 4232,information.centre@wsp.com,Last updated: 22/03/2023.
CCES,CCES,,Music hire,Cecilian Singers,http://www.cecilians.com/,,"32 Sayers Crescent
Christchurch 8041
New Zealand",ceciliansingersnz@gmail.com,+64 21 292 6400,false,false,false,TBA,,,,,,Primary contact: Pauline Oliver 027 202 1912 pauline.enjo@xtra.co.nz Chairperson: Sherryn Allan 021 292 6400 sherrynallan@xtra.co.nz
WWAI,NZWWI,Special,Library,Waitangi Tribunal Library,https://www.waitangitribunal.govt.nz/,"Level 7
Fujitsu Tower
141 The Terrace
Wellington 6011
New Zealand","PO Box 5022
Wellington 6145
New Zealand",wt.librarian@justice.govt.nz,+64 4 914 3000,true,true,true,Non-charter,,,,,,Please note: Waitangi Tribunal Library resources are not available for interloan
WLS,NZWLS,Public,Library,Wairarapa Library Service,https://www.wls.org.nz/,"50 Holloway Street
Carterton 5713
New Zealand","50 Holloway Street
Carterton 5713
New Zealand",library@wls.org.nz,+64 6 379 4080,true,true,true,Charter,Louise Dowdell,louise@wls.org.nz,Anna Jong,+64 6 304 9061,anna@wls.org.nz,"Wairarapa Library Service includes Carterton District Library, Greytown, Featherston, and Martinborough Library. <br />Last updated: 20/01/2023"
ACTS,NZACT,Special,Library,Chapman Tripp (AKL),https://chapmantripp.com/,"PwC Tower,
Level 34,
15 Customs Street West,
Auckland 1140,
New Zealand","PO Box 2206,
Auckland 1140,
New Zealand",alf.luapo@chapmantripp.com,+64 9 357 9094,true,true,false,Charter,Alf Luapo,alf.luapo@chapmantripp.com,Alf Luapo,+64 9 357 9094,alf.luapo@chapmantripp.com,Last updated: 12/12/2023.
CANM,NZCAN,Special,Library,"Te Whatu Ora - Health New Zealand, Waitaha Canterbury",,"Library, Hillmorton Hospital,
Annex Road South,
Hillmorton,
Christchurch 8024,
New Zealand",,,,true,true,true,Non-charter,Vickie Ward,vickie.ward@cdhb.health.nz,Vickie Ward,,vickie.ward@cdhb.health.nz,
